timestamp,carbondioxide
2026-02-05_21:30,1057
2026-02-05_21:32,1084
2026-02-05_21:34,939
2026-02-05_21:36,1017
2026-02-05_21:38,1007
2026-02-05_21:40,1017
2026-02-05_21:42,1081
2026-02-05_21:44,1042
2026-02-05_21:46,992
2026-02-05_21:48,1067
2026-02-05_21:50,945
2026-02-05_21:52,978
2026-02-05_21:54,1019
2026-02-05_21:56,951
2026-02-05_21:58,1031
2026-02-05_22:00,969
2026-02-05_22:02,1061
2026-02-05_22:04,1068
2026-02-05_22:06,997
2026-02-05_22:08,1061
2026-02-05_22:10,1098
2026-02-05_22:12,1037
2026-02-05_22:14,1042
2026-02-05_22:16,1137
2026-02-05_22:18,1046
2026-02-05_22:20,1094
2026-02-05_22:22,1093
2026-02-05_22:24,991
2026-02-05_22:26,1060
2026-02-05_22:28,1010
2026-02-05_22:30,1039
2026-02-05_22:32,953
2026-02-05_22:34,1003
2026-02-05_22:36,985
2026-02-05_22:38,996
2026-02-05_22:40,1039
2026-02-05_22:42,990
2026-02-05_22:44,1041
2026-02-05_22:46,970
2026-02-05_22:48,948
2026-02-05_22:50,1049
2026-02-05_22:52,1092
2026-02-05_22:54,931
2026-02-05_22:56,1036
2026-02-05_22:58,1049
2026-02-05_23:00,884
2026-02-05_23:02,1015
2026-02-05_23:04,1056
2026-02-05_23:06,965
2026-02-05_23:08,1071
2026-02-05_23:10,1019
2026-02-05_23:12,1084
2026-02-05_23:14,900
2026-02-05_23:16,973
2026-02-05_23:18,957
2026-02-05_23:20,1020
2026-02-05_23:22,970
2026-02-05_23:24,923
2026-02-05_23:26,998
2026-02-05_23:28,933
2026-02-05_23:30,977
2026-02-05_23:32,880
2026-02-05_23:34,943
2026-02-05_23:36,928
2026-02-05_23:38,941
2026-02-05_23:40,912
2026-02-05_23:42,965
2026-02-05_23:44,945
2026-02-05_23:46,1111
2026-02-05_23:48,919
2026-02-05_23:50,1060
2026-02-05_23:52,1009
2026-02-05_23:54,954
2026-02-05_23:56,1061
2026-02-05_23:58,1021
