timestamp,temperature
2026-02-05_08:14,18.25
2026-02-05_08:16,18.31
2026-02-05_08:18,18.31
2026-02-05_08:20,18.31
2026-02-05_08:22,18.31
2026-02-05_08:24,18.31
2026-02-05_08:26,18.31
2026-02-05_08:28,18.31
2026-02-05_08:30,18.31
2026-02-05_08:32,18.38
2026-02-05_08:34,18.38
2026-02-05_08:36,18.38
2026-02-05_08:38,18.38
2026-02-05_08:40,18.38
2026-02-05_08:42,18.38
2026-02-05_08:44,18.38
2026-02-05_08:46,18.38
2026-02-05_08:48,18.38
2026-02-05_08:50,18.38
2026-02-05_08:52,18.38
2026-02-05_08:54,18.38
2026-02-05_08:56,18.38
2026-02-05_08:58,18.38
2026-02-05_09:00,18.38
2026-02-05_09:02,18.38
2026-02-05_09:04,18.38
2026-02-05_09:06,18.38
2026-02-05_09:08,18.38
2026-02-05_09:10,18.38
2026-02-05_09:12,18.38
2026-02-05_09:14,18.38
2026-02-05_09:16,18.44
2026-02-05_09:18,18.44
2026-02-05_09:20,18.38
2026-02-05_09:22,18.38
2026-02-05_09:24,18.38
2026-02-05_09:26,18.38
2026-02-05_09:28,18.38
2026-02-05_09:30,18.38
2026-02-05_09:32,18.38
2026-02-05_09:34,18.38
2026-02-05_09:36,18.38
2026-02-05_09:38,18.38
2026-02-05_09:40,18.38
2026-02-05_09:42,18.38
2026-02-05_09:44,18.44
2026-02-05_09:46,18.38
2026-02-05_09:48,18.38
2026-02-05_09:50,18.38
2026-02-05_09:52,18.38
2026-02-05_09:54,18.38
2026-02-05_09:56,18.44
2026-02-05_09:58,18.38
2026-02-05_10:00,18.38
2026-02-05_10:02,18.38
2026-02-05_10:04,18.38
2026-02-05_10:06,18.38
2026-02-05_10:08,18.38
2026-02-05_10:10,18.38
2026-02-05_10:12,18.38
2026-02-05_10:14,18.38
2026-02-05_10:16,18.38
2026-02-05_10:18,18.38
2026-02-05_10:20,18.38
2026-02-05_10:22,18.38
2026-02-05_10:24,18.38
2026-02-05_10:26,18.38
2026-02-05_10:28,18.38
2026-02-05_10:30,18.38
2026-02-05_10:32,18.38
2026-02-05_10:34,18.38
2026-02-05_10:36,18.38
2026-02-05_10:38,18.38
2026-02-05_10:40,18.38
2026-02-05_10:42,18.38
2026-02-05_10:44,18.38
2026-02-05_10:46,18.38
2026-02-05_10:48,18.38
2026-02-05_10:50,18.31
2026-02-05_10:52,18.31
2026-02-05_10:54,18.31
2026-02-05_10:56,18.38
2026-02-05_10:58,18.31
2026-02-05_11:00,18.31
2026-02-05_11:02,18.31
2026-02-05_11:04,18.31
2026-02-05_11:06,18.31
2026-02-05_11:08,18.31
2026-02-05_11:10,18.31
2026-02-05_11:12,18.31
2026-02-05_11:14,18.31
2026-02-05_11:16,18.31
2026-02-05_11:18,18.31
2026-02-05_11:20,18.31
2026-02-05_11:22,18.31
2026-02-05_11:24,18.31
2026-02-05_11:26,18.31
2026-02-05_11:28,18.31
2026-02-05_11:30,18.25
2026-02-05_11:32,18.25
2026-02-05_11:34,18.31
2026-02-05_11:36,18.31
2026-02-05_11:38,18.25
2026-02-05_11:40,18.31
2026-02-05_11:42,18.31
2026-02-05_11:44,18.25
2026-02-05_11:46,18.25
2026-02-05_11:48,18.25
2026-02-05_11:50,18.25
2026-02-05_11:52,18.25
2026-02-05_11:54,18.25
2026-02-05_11:56,18.25
2026-02-05_11:58,18.25
2026-02-05_12:00,18.25
2026-02-05_12:02,18.25
2026-02-05_12:04,18.25
2026-02-05_12:06,18.25
2026-02-05_12:08,18.25
2026-02-05_12:10,18.25
2026-02-05_12:12,18.25
2026-02-05_12:14,18.25
2026-02-05_12:16,18.25
2026-02-05_12:18,18.25
2026-02-05_12:20,18.25
2026-02-05_12:22,18.25
2026-02-05_12:24,18.25
2026-02-05_12:26,18.25
2026-02-05_12:28,18.25
2026-02-05_12:30,18.25
2026-02-05_12:32,18.25
2026-02-05_12:34,18.25
2026-02-05_12:36,18.25
2026-02-05_12:38,18.25
2026-02-05_12:40,18.25
2026-02-05_12:42,18.25
2026-02-05_12:44,18.25
2026-02-05_12:46,18.31
2026-02-05_12:48,18.25
2026-02-05_12:50,18.31
2026-02-05_12:52,18.25
2026-02-05_12:54,18.31
2026-02-05_12:56,18.31
2026-02-05_12:58,18.25
2026-02-05_13:00,18.31
2026-02-05_13:02,18.31
2026-02-05_13:04,18.31
2026-02-05_13:06,18.31
2026-02-05_13:08,18.31
2026-02-05_13:10,18.31
2026-02-05_13:12,18.31
2026-02-05_13:14,18.31
2026-02-05_13:16,18.31
2026-02-05_13:18,18.31
2026-02-05_13:20,18.31
2026-02-05_13:22,18.31
2026-02-05_13:24,18.31
2026-02-05_13:26,18.31
2026-02-05_13:28,18.31
2026-02-05_13:30,18.31
2026-02-05_13:32,18.31
2026-02-05_13:34,18.38
2026-02-05_13:36,18.38
2026-02-05_13:38,18.31
2026-02-05_13:40,18.31
2026-02-05_13:42,18.38
2026-02-05_13:44,18.31
2026-02-05_13:46,18.38
2026-02-05_13:48,18.38
2026-02-05_13:50,18.38
2026-02-05_13:52,18.31
2026-02-05_13:54,18.31
2026-02-05_13:56,18.31
2026-02-05_13:58,18.38
2026-02-05_14:00,18.38
2026-02-05_14:02,18.38
2026-02-05_14:04,18.38
2026-02-05_14:06,18.31
2026-02-05_14:08,18.38
2026-02-05_14:10,18.38
2026-02-05_14:12,18.38
2026-02-05_14:14,18.38
2026-02-05_14:16,18.38
2026-02-05_14:18,18.38
2026-02-05_14:20,18.38
2026-02-05_14:22,18.38
2026-02-05_14:24,18.38
2026-02-05_14:26,18.38
2026-02-05_14:28,18.38
2026-02-05_14:30,18.38
2026-02-05_14:32,18.38
2026-02-05_14:34,18.38
2026-02-05_14:36,18.38
2026-02-05_14:38,18.38
2026-02-05_14:40,18.38
2026-02-05_14:42,18.38
2026-02-05_14:44,18.38
2026-02-05_14:46,18.38
2026-02-05_14:48,18.38
2026-02-05_14:50,18.38
2026-02-05_14:52,18.38
2026-02-05_14:54,18.38
2026-02-05_14:56,18.38
2026-02-05_14:58,18.38
2026-02-05_15:00,18.38
2026-02-05_15:02,18.38
2026-02-05_15:04,18.38
2026-02-05_15:06,18.38
2026-02-05_15:08,18.38
2026-02-05_15:10,18.38
2026-02-05_15:12,18.38
2026-02-05_15:14,18.38
2026-02-05_15:16,18.38
2026-02-05_15:18,18.38
2026-02-05_15:20,18.38
2026-02-05_15:22,18.38
2026-02-05_15:24,18.38
2026-02-05_15:26,18.38
2026-02-05_15:28,18.38
2026-02-05_15:30,18.38
2026-02-05_15:32,18.38
2026-02-05_15:34,18.38
2026-02-05_15:36,18.38
2026-02-05_15:38,18.38
2026-02-05_15:40,18.31
2026-02-05_15:42,18.38
2026-02-05_15:44,18.38
2026-02-05_15:46,18.38
2026-02-05_15:48,18.31
2026-02-05_15:50,18.31
2026-02-05_15:52,18.31
2026-02-05_15:54,18.31
2026-02-05_15:56,18.31
2026-02-05_15:58,18.31
2026-02-05_16:00,18.31
2026-02-05_16:02,18.31
2026-02-05_16:04,18.31
2026-02-05_16:06,18.31
2026-02-05_16:08,18.31
2026-02-05_16:10,18.31
2026-02-05_16:12,18.31
2026-02-05_16:14,18.31
2026-02-05_16:16,18.31
2026-02-05_16:18,18.31
2026-02-05_16:20,18.31
2026-02-05_16:22,18.31
2026-02-05_16:24,18.31
2026-02-05_16:26,18.31
2026-02-05_16:28,18.31
2026-02-05_16:30,18.31
2026-02-05_16:32,18.31
2026-02-05_16:34,18.31
2026-02-05_16:36,18.31
2026-02-05_16:38,18.31
2026-02-05_16:40,18.31
2026-02-05_16:42,18.31
2026-02-05_16:44,18.31
2026-02-05_16:46,18.31
2026-02-05_16:48,18.31
2026-02-05_16:50,18.31
2026-02-05_16:52,18.31
2026-02-05_16:54,18.31
2026-02-05_16:56,18.38
2026-02-05_16:58,18.38
2026-02-05_17:00,18.38
2026-02-05_17:02,18.38
2026-02-05_17:04,18.38
2026-02-05_17:06,18.38
2026-02-05_17:08,18.38
2026-02-05_17:10,18.31
2026-02-05_17:12,18.38
2026-02-05_17:14,18.38
2026-02-05_17:16,18.38
2026-02-05_17:18,18.38
2026-02-05_17:20,18.38
2026-02-05_17:22,18.38
2026-02-05_17:24,18.44
2026-02-05_17:26,18.44
2026-02-05_17:28,18.44
2026-02-05_17:30,18.44
2026-02-05_17:32,18.44
2026-02-05_17:34,18.44
2026-02-05_17:36,18.44
2026-02-05_17:38,18.44
2026-02-05_17:40,18.44
2026-02-05_17:42,18.44
2026-02-05_17:44,18.44
2026-02-05_17:46,18.44
2026-02-05_17:48,18.44
2026-02-05_17:50,18.50
2026-02-05_17:52,18.50
2026-02-05_17:54,18.50
2026-02-05_17:56,18.50
2026-02-05_17:58,18.50
2026-02-05_18:00,18.50
2026-02-05_18:02,18.50
2026-02-05_18:04,18.56
2026-02-05_18:06,18.50
2026-02-05_18:08,18.50
2026-02-05_18:10,18.56
2026-02-05_18:12,18.56
2026-02-05_18:14,18.50
2026-02-05_18:16,18.50
2026-02-05_18:18,18.56
2026-02-05_18:20,18.56
2026-02-05_18:22,18.56
2026-02-05_18:24,18.56
2026-02-05_18:26,18.56
2026-02-05_18:28,18.56
2026-02-05_18:30,18.56
2026-02-05_18:32,18.56
2026-02-05_18:34,18.56
2026-02-05_18:36,18.56
2026-02-05_18:38,18.62
2026-02-05_18:40,18.62
2026-02-05_18:42,18.62
2026-02-05_18:44,18.62
2026-02-05_18:46,18.62
2026-02-05_18:48,18.62
2026-02-05_18:50,18.62
2026-02-05_18:52,18.62
2026-02-05_18:54,18.62
2026-02-05_18:56,18.62
2026-02-05_18:58,18.62
2026-02-05_19:00,18.62
2026-02-05_19:02,18.69
2026-02-05_19:04,18.69
2026-02-05_19:06,18.69
2026-02-05_19:08,18.69
2026-02-05_19:10,18.62
2026-02-05_19:12,18.69
2026-02-05_19:14,18.69
2026-02-05_19:16,18.69
2026-02-05_19:18,18.69
2026-02-05_19:20,18.69
2026-02-05_19:22,18.69
2026-02-05_19:24,18.62
2026-02-05_19:26,18.62
2026-02-05_19:28,18.69
2026-02-05_19:30,18.69
2026-02-05_19:32,18.69
2026-02-05_19:34,18.69
2026-02-05_19:36,18.69
2026-02-05_19:38,18.69
2026-02-05_19:40,18.69
2026-02-05_19:42,18.75
2026-02-05_19:44,18.69
2026-02-05_19:46,18.75
2026-02-05_19:48,18.75
2026-02-05_19:50,18.69
2026-02-05_19:52,18.75
2026-02-05_19:54,18.75
2026-02-05_19:56,18.75
2026-02-05_19:58,18.81
2026-02-05_20:00,18.75
2026-02-05_20:02,18.75
2026-02-05_20:04,18.81
2026-02-05_20:06,18.81
2026-02-05_20:08,18.75
2026-02-05_20:10,18.75
2026-02-05_20:12,18.81
2026-02-05_20:14,18.81
2026-02-05_20:16,18.81
2026-02-05_20:18,18.81
2026-02-05_20:20,18.81
2026-02-05_20:22,18.81
2026-02-05_20:24,18.81
2026-02-05_20:26,18.81
2026-02-05_20:28,18.81
2026-02-05_20:30,18.88
2026-02-05_20:32,18.81
2026-02-05_20:34,18.81
2026-02-05_20:36,18.81
2026-02-05_20:38,18.88
2026-02-05_20:40,18.81
2026-02-05_20:42,18.81
2026-02-05_20:44,18.81
2026-02-05_20:46,18.88
2026-02-05_20:48,18.88
2026-02-05_20:50,18.88
2026-02-05_20:52,18.81
2026-02-05_20:54,18.81
2026-02-05_20:56,18.81
2026-02-05_20:58,18.81
2026-02-05_21:00,18.81
2026-02-05_21:02,18.88
2026-02-05_21:04,18.81
2026-02-05_21:06,18.88
2026-02-05_21:08,18.88
2026-02-05_21:10,18.88
2026-02-05_21:12,18.81
2026-02-05_21:14,18.88
2026-02-05_21:16,18.88
2026-02-05_21:18,18.88
2026-02-05_21:20,18.88
2026-02-05_21:22,18.88
2026-02-05_21:24,18.81
2026-02-05_21:26,18.81
2026-02-05_21:28,18.88
2026-02-05_21:30,18.88
2026-02-05_21:32,18.81
2026-02-05_21:34,18.81
2026-02-05_21:36,18.81
2026-02-05_21:38,18.81
2026-02-05_21:40,18.81
2026-02-05_21:42,18.81
2026-02-05_21:44,18.81
2026-02-05_21:46,18.81
2026-02-05_21:48,18.81
2026-02-05_21:50,18.81
2026-02-05_21:52,18.81
2026-02-05_21:54,18.81
2026-02-05_21:56,18.81
2026-02-05_21:58,18.81
2026-02-05_22:00,18.81
2026-02-05_22:02,18.81
2026-02-05_22:04,18.81
2026-02-05_22:06,18.81
2026-02-05_22:08,18.81
2026-02-05_22:10,18.81
2026-02-05_22:12,18.81
2026-02-05_22:14,18.81
2026-02-05_22:16,18.81
2026-02-05_22:18,18.75
2026-02-05_22:20,18.81
2026-02-05_22:22,18.81
2026-02-05_22:24,18.81
2026-02-05_22:26,18.81
2026-02-05_22:28,18.75
2026-02-05_22:30,18.75
2026-02-05_22:32,18.75
2026-02-05_22:34,18.75
2026-02-05_22:36,18.75
2026-02-05_22:38,18.75
2026-02-05_22:40,18.75
2026-02-05_22:42,18.75
2026-02-05_22:44,18.75
2026-02-05_22:46,18.75
2026-02-05_22:48,18.75
2026-02-05_22:50,18.75
2026-02-05_22:52,18.75
2026-02-05_22:54,18.75
2026-02-05_22:56,18.69
2026-02-05_22:58,18.75
2026-02-05_23:00,18.69
2026-02-05_23:02,18.69
2026-02-05_23:04,18.75
2026-02-05_23:06,18.69
2026-02-05_23:08,18.75
2026-02-05_23:10,18.69
2026-02-05_23:12,18.69
2026-02-05_23:14,18.75
2026-02-05_23:16,18.75
2026-02-05_23:18,18.69
2026-02-05_23:20,18.69
2026-02-05_23:22,18.69
2026-02-05_23:24,18.69
2026-02-05_23:26,18.69
2026-02-05_23:28,18.69
2026-02-05_23:30,18.69
2026-02-05_23:32,18.69
2026-02-05_23:34,18.69
2026-02-05_23:36,18.69
2026-02-05_23:38,18.69
2026-02-05_23:40,18.62
2026-02-05_23:42,18.69
2026-02-05_23:44,18.69
2026-02-05_23:46,18.69
2026-02-05_23:48,18.69
2026-02-05_23:50,18.62
2026-02-05_23:52,18.69
2026-02-05_23:54,18.62
2026-02-05_23:56,18.69
2026-02-05_23:58,18.62
