timestamp,temperature
2026-02-06_21:22,19.38
2026-02-06_21:24,19.38
2026-02-06_21:26,19.38
2026-02-06_21:28,19.38
2026-02-06_21:30,19.38
2026-02-06_21:32,19.38
2026-02-06_21:34,19.38
2026-02-06_21:36,19.38
2026-02-06_21:38,19.38
2026-02-06_21:40,19.38
2026-02-06_21:42,19.38
2026-02-06_21:44,19.44
2026-02-06_21:46,19.44
2026-02-06_21:48,19.44
2026-02-06_21:50,19.44
2026-02-06_21:52,19.44
2026-02-06_21:54,19.44
2026-02-06_21:56,19.44
2026-02-06_21:58,19.44
2026-02-06_22:00,19.44
2026-02-06_22:02,19.44
2026-02-06_22:04,19.44
2026-02-06_22:06,19.44
2026-02-06_22:08,19.50
2026-02-06_22:10,19.44
2026-02-06_22:12,19.50
2026-02-06_22:14,19.50
2026-02-06_22:16,19.44
2026-02-06_22:18,19.44
2026-02-06_22:20,19.50
2026-02-06_22:22,19.50
2026-02-06_22:24,19.50
2026-02-06_22:26,19.50
2026-02-06_22:28,19.50
2026-02-06_22:30,19.50
2026-02-06_22:32,19.50
2026-02-06_22:34,19.50
2026-02-06_22:36,19.50
2026-02-06_22:38,19.56
2026-02-06_22:40,19.50
2026-02-06_22:42,19.50
2026-02-06_22:44,19.50
2026-02-06_22:46,19.56
2026-02-06_22:48,19.50
2026-02-06_22:50,19.50
2026-02-06_22:52,19.50
2026-02-06_22:54,19.50
2026-02-06_22:56,19.56
2026-02-06_22:58,19.50
2026-02-06_23:00,19.50
2026-02-06_23:02,19.50
2026-02-06_23:04,19.50
2026-02-06_23:06,19.50
2026-02-06_23:08,19.56
2026-02-06_23:10,19.56
2026-02-06_23:12,19.50
2026-02-06_23:14,19.56
2026-02-06_23:16,19.50
2026-02-06_23:18,19.50
2026-02-06_23:20,19.50
2026-02-06_23:22,19.50
2026-02-06_23:24,19.50
2026-02-06_23:26,19.50
2026-02-06_23:28,19.50
2026-02-06_23:30,19.50
2026-02-06_23:32,19.50
2026-02-06_23:34,19.50
2026-02-06_23:36,19.50
2026-02-06_23:38,19.50
2026-02-06_23:40,19.50
2026-02-06_23:42,19.50
2026-02-06_23:44,19.44
2026-02-06_23:46,19.44
2026-02-06_23:48,19.44
2026-02-06_23:50,19.44
2026-02-06_23:52,19.44
2026-02-06_23:54,19.44
2026-02-06_23:56,19.44
2026-02-06_23:58,19.44
