timestamp,carbondioxide
2026-02-06_10:10,989
2026-02-06_10:12,1070
2026-02-06_10:14,1103
2026-02-06_10:16,966
2026-02-06_10:18,1090
2026-02-06_10:20,1021
2026-02-06_10:22,1056
2026-02-06_10:24,1013
2026-02-06_10:26,1063
2026-02-06_10:30,1108
2026-02-06_10:32,966
2026-02-06_10:34,1096
2026-02-06_10:36,1063
2026-02-06_10:38,1088
2026-02-06_10:40,1023
2026-02-06_10:42,1057
2026-02-06_10:44,1029
2026-02-06_10:46,1142
2026-02-06_10:48,1010
2026-02-06_10:50,1063
2026-02-06_10:52,1118
2026-02-06_10:54,1092
2026-02-06_10:56,952
2026-02-06_10:58,1144
2026-02-06_11:00,1078
2026-02-06_11:02,1024
2026-02-06_11:04,1015
2026-02-06_11:06,1065
2026-02-06_11:08,981
2026-02-06_11:12,1105
2026-02-06_11:14,1114
2026-02-06_11:16,1026
2026-02-06_11:18,997
2026-02-06_11:20,1023
2026-02-06_11:22,1057
2026-02-06_11:24,1047
2026-02-06_11:26,1074
2026-02-06_11:28,1083
2026-02-06_11:30,1023
2026-02-06_11:32,972
2026-02-06_11:34,1141
2026-02-06_11:36,1124
2026-02-06_11:38,1028
2026-02-06_11:40,1027
2026-02-06_11:42,1090
2026-02-06_11:44,1023
2026-02-06_11:46,1020
2026-02-06_11:48,1032
2026-02-06_11:50,1082
2026-02-06_11:52,1020
2026-02-06_11:54,1080
2026-02-06_11:56,1015
2026-02-06_11:58,1058
2026-02-06_12:00,1071
2026-02-06_12:02,1101
2026-02-06_12:04,1071
2026-02-06_12:06,1011
2026-02-06_12:08,1056
2026-02-06_12:10,1006
2026-02-06_12:12,1084
2026-02-06_12:14,1061
2026-02-06_12:16,1061
2026-02-06_12:18,966
2026-02-06_12:20,935
2026-02-06_12:22,1037
2026-02-06_12:24,1068
2026-02-06_12:26,1065
2026-02-06_12:28,990
2026-02-06_12:30,984
2026-02-06_12:32,1004
2026-02-06_12:34,1042
2026-02-06_12:36,1003
2026-02-06_12:38,1056
2026-02-06_12:40,1027
2026-02-06_12:42,1020
2026-02-06_12:44,995
2026-02-06_12:46,1076
2026-02-06_12:48,996
2026-02-06_12:50,1060
2026-02-06_12:52,1055
2026-02-06_12:54,951
2026-02-06_12:56,1079
2026-02-06_12:58,1076
2026-02-06_13:00,1008
2026-02-06_13:02,986
2026-02-06_13:04,1033
2026-02-06_13:06,978
2026-02-06_13:08,999
2026-02-06_13:10,1046
2026-02-06_13:12,1004
2026-02-06_13:14,1061
2026-02-06_13:16,1034
2026-02-06_13:18,1003
2026-02-06_13:20,928
2026-02-06_13:22,1026
2026-02-06_13:24,1138
2026-02-06_13:26,1082
2026-02-06_13:28,998
2026-02-06_13:30,1041
2026-02-06_13:32,1005
2026-02-06_13:34,1087
2026-02-06_13:36,1060
2026-02-06_13:38,1051
2026-02-06_13:40,1035
2026-02-06_13:42,1061
2026-02-06_13:44,981
2026-02-06_13:46,1165
2026-02-06_13:48,980
2026-02-06_13:50,1071
2026-02-06_13:52,1059
2026-02-06_13:54,1055
2026-02-06_13:56,1105
2026-02-06_13:58,1018
2026-02-06_14:00,1075
2026-02-06_14:02,1070
2026-02-06_14:04,1023
2026-02-06_14:06,1022
2026-02-06_14:08,1063
2026-02-06_14:10,1073
2026-02-06_14:12,1070
2026-02-06_14:14,990
2026-02-06_14:16,1000
2026-02-06_14:18,982
2026-02-06_14:20,985
2026-02-06_14:22,1072
2026-02-06_14:24,1032
2026-02-06_14:26,1058
2026-02-06_14:28,1076
2026-02-06_14:30,1100
2026-02-06_14:32,981
2026-02-06_14:34,1101
2026-02-06_14:36,1073
2026-02-06_14:38,1066
2026-02-06_14:42,1008
2026-02-06_14:44,991
2026-02-06_14:46,1005
2026-02-06_14:48,961
2026-02-06_14:50,1071
2026-02-06_14:52,1097
2026-02-06_14:54,1136
2026-02-06_14:58,1068
2026-02-06_15:00,1048
2026-02-06_15:02,1010
2026-02-06_15:04,1078
2026-02-06_15:06,1020
2026-02-06_15:08,1052
2026-02-06_15:10,997
2026-02-06_15:12,1023
2026-02-06_15:14,1022
2026-02-06_15:16,1101
2026-02-06_15:18,1062
2026-02-06_15:20,1038
2026-02-06_15:24,1008
2026-02-06_15:26,1007
2026-02-06_15:28,1067
2026-02-06_15:30,1042
2026-02-06_15:32,1111
2026-02-06_15:34,998
2026-02-06_15:36,1103
2026-02-06_15:40,1034
2026-02-06_15:42,1009
2026-02-06_15:44,1126
2026-02-06_15:46,1108
2026-02-06_15:48,1100
2026-02-06_15:50,1095
2026-02-06_15:52,1002
2026-02-06_15:54,990
2026-02-06_15:56,941
2026-02-06_15:58,1025
2026-02-06_16:00,1072
2026-02-06_16:02,1036
2026-02-06_16:04,1038
2026-02-06_16:06,1088
2026-02-06_16:08,1018
2026-02-06_16:10,1073
2026-02-06_16:12,1039
2026-02-06_16:14,991
2026-02-06_16:16,1014
2026-02-06_16:18,1120
2026-02-06_16:20,1074
2026-02-06_16:22,1099
2026-02-06_16:24,1075
2026-02-06_16:26,1061
2026-02-06_16:28,1032
2026-02-06_16:30,1033
2026-02-06_16:32,1032
2026-02-06_16:34,1143
2026-02-06_16:36,1081
2026-02-06_16:38,966
2026-02-06_16:40,1007
2026-02-06_16:42,1023
2026-02-06_16:44,1117
2026-02-06_16:46,1082
2026-02-06_16:48,1081
2026-02-06_16:50,961
2026-02-06_16:52,1005
2026-02-06_16:54,1097
2026-02-06_16:56,1081
2026-02-06_16:58,1003
2026-02-06_17:00,1057
2026-02-06_17:02,1052
2026-02-06_17:04,1020
2026-02-06_17:06,981
2026-02-06_17:08,1069
2026-02-06_17:10,1031
2026-02-06_17:12,1060
2026-02-06_17:14,1066
2026-02-06_17:16,1016
2026-02-06_17:18,1073
2026-02-06_17:20,994
2026-02-06_17:22,971
2026-02-06_17:24,997
2026-02-06_17:26,961
2026-02-06_17:28,1039
2026-02-06_17:30,1091
2026-02-06_17:32,975
2026-02-06_17:34,932
2026-02-06_17:36,1022
2026-02-06_17:38,1037
2026-02-06_17:40,1035
2026-02-06_17:42,1064
2026-02-06_17:44,1091
2026-02-06_17:46,1045
2026-02-06_17:48,1026
2026-02-06_17:50,999
2026-02-06_17:52,1090
2026-02-06_17:54,1060
2026-02-06_17:56,954
2026-02-06_17:58,1048
2026-02-06_18:00,1007
2026-02-06_18:02,1076
2026-02-06_18:04,1004
2026-02-06_18:06,1015
2026-02-06_18:08,1031
2026-02-06_18:10,1008
2026-02-06_18:12,974
2026-02-06_18:14,1032
2026-02-06_18:16,1036
2026-02-06_18:18,1085
2026-02-06_18:20,1122
2026-02-06_18:22,949
2026-02-06_18:24,1048
2026-02-06_18:26,1003
2026-02-06_18:28,1015
2026-02-06_18:30,1042
2026-02-06_18:32,983
2026-02-06_18:34,1015
2026-02-06_18:36,960
2026-02-06_18:38,993
2026-02-06_18:40,1055
2026-02-06_18:42,946
2026-02-06_18:44,1061
2026-02-06_18:46,981
2026-02-06_18:48,972
2026-02-06_18:50,971
2026-02-06_18:52,952
2026-02-06_18:54,956
2026-02-06_18:56,961
2026-02-06_18:58,964
2026-02-06_19:00,893
2026-02-06_19:02,1101
2026-02-06_19:04,921
2026-02-06_19:06,1160
2026-02-06_19:08,1095
2026-02-06_19:10,1089
2026-02-06_19:12,1129
2026-02-06_19:14,1160
2026-02-06_19:16,1059
2026-02-06_19:18,1093
2026-02-06_19:20,1036
2026-02-06_19:22,1208
2026-02-06_19:24,1141
2026-02-06_19:26,1047
2026-02-06_19:28,1076
2026-02-06_19:30,1066
2026-02-06_19:32,1156
2026-02-06_19:34,1025
2026-02-06_19:36,1188
2026-02-06_19:38,1083
2026-02-06_19:40,1041
2026-02-06_19:42,1002
2026-02-06_19:44,1113
2026-02-06_19:46,1012
2026-02-06_19:48,1090
2026-02-06_19:50,1217
2026-02-06_19:52,1009
2026-02-06_19:54,1083
2026-02-06_19:56,1034
2026-02-06_19:58,1047
2026-02-06_20:00,1090
2026-02-06_20:02,1017
2026-02-06_20:04,997
2026-02-06_20:06,1020
2026-02-06_20:08,1129
2026-02-06_20:10,1012
2026-02-06_20:12,938
2026-02-06_20:14,1020
2026-02-06_20:16,1057
2026-02-06_20:18,1010
2026-02-06_20:20,1069
2026-02-06_20:22,983
2026-02-06_20:24,978
2026-02-06_20:26,992
2026-02-06_20:28,1043
2026-02-06_20:30,952
2026-02-06_20:32,1060
2026-02-06_20:34,1000
2026-02-06_20:36,989
2026-02-06_20:38,1001
2026-02-06_20:40,1020
2026-02-06_20:42,1075
2026-02-06_20:44,979
2026-02-06_20:46,961
2026-02-06_20:48,970
2026-02-06_20:50,999
2026-02-06_20:52,993
2026-02-06_20:54,972
2026-02-06_20:56,941
2026-02-06_20:58,1000
2026-02-06_21:00,948
2026-02-06_21:02,914
2026-02-06_21:04,1027
2026-02-06_21:06,1049
2026-02-06_21:08,887
2026-02-06_21:10,947
2026-02-06_21:12,1014
2026-02-06_21:14,972
2026-02-06_21:16,1057
2026-02-06_21:18,890
2026-02-06_21:20,928
2026-02-06_21:22,846
2026-02-06_21:24,949
2026-02-06_21:26,921
2026-02-06_21:28,1004
2026-02-06_21:30,917
2026-02-06_21:32,967
2026-02-06_21:34,965
2026-02-06_21:36,1011
2026-02-06_21:38,921
2026-02-06_21:40,946
2026-02-06_21:42,999
2026-02-06_21:44,967
2026-02-06_21:46,999
2026-02-06_21:48,941
2026-02-06_21:50,937
2026-02-06_21:52,1032
2026-02-06_21:54,904
2026-02-06_21:56,968
2026-02-06_21:58,850
2026-02-06_22:00,934
2026-02-06_22:02,904
2026-02-06_22:04,995
2026-02-06_22:06,968
2026-02-06_22:08,948
2026-02-06_22:10,1058
2026-02-06_22:12,921
2026-02-06_22:14,966
2026-02-06_22:16,890
2026-02-06_22:18,987
2026-02-06_22:20,876
2026-02-06_22:22,864
2026-02-06_22:24,886
2026-02-06_22:26,910
2026-02-06_22:28,969
2026-02-06_22:30,900
2026-02-06_22:32,909
2026-02-06_22:34,932
2026-02-06_22:36,934
2026-02-06_22:38,870
2026-02-06_22:40,875
2026-02-06_22:42,864
2026-02-06_22:44,818
2026-02-06_22:46,880
2026-02-06_22:48,928
2026-02-06_22:50,870
2026-02-06_22:52,934
2026-02-06_22:54,958
2026-02-06_22:56,1004
2026-02-06_22:58,933
2026-02-06_23:00,947
2026-02-06_23:02,856
2026-02-06_23:04,993
2026-02-06_23:06,895
2026-02-06_23:08,956
2026-02-06_23:10,885
2026-02-06_23:12,991
2026-02-06_23:14,839
2026-02-06_23:16,989
2026-02-06_23:18,861
2026-02-06_23:20,880
2026-02-06_23:22,865
2026-02-06_23:24,905
2026-02-06_23:26,870
2026-02-06_23:28,893
2026-02-06_23:30,867
2026-02-06_23:32,886
2026-02-06_23:34,857
2026-02-06_23:36,941
2026-02-06_23:38,924
2026-02-06_23:40,825
2026-02-06_23:42,753
2026-02-06_23:44,967
2026-02-06_23:46,903
2026-02-06_23:48,930
2026-02-06_23:50,871
2026-02-06_23:52,862
2026-02-06_23:54,836
2026-02-06_23:56,886
2026-02-06_23:58,921
