timestamp,humidity
2026-02-07_03:02,55.74
2026-02-07_03:04,55.19
2026-02-07_03:06,55.39
2026-02-07_03:08,55.57
2026-02-07_03:10,55.99
2026-02-07_03:12,55.40
2026-02-07_03:14,56.13
2026-02-07_03:16,55.46
2026-02-07_03:18,56.32
2026-02-07_03:20,56.42
2026-02-07_03:22,55.90
2026-02-07_03:24,56.19
2026-02-07_03:26,55.38
2026-02-07_03:28,55.93
2026-02-07_03:30,56.18
2026-02-07_03:32,55.53
2026-02-07_03:34,56.36
2026-02-07_03:36,56.46
2026-02-07_03:38,56.31
2026-02-07_03:40,56.26
2026-02-07_03:42,56.29
2026-02-07_03:44,55.69
2026-02-07_03:46,55.44
2026-02-07_03:48,55.65
2026-02-07_03:50,55.55
2026-02-07_03:52,55.23
2026-02-07_03:54,55.62
2026-02-07_03:56,54.98
2026-02-07_03:58,55.48
2026-02-07_04:00,55.78
2026-02-07_04:02,54.94
2026-02-07_04:04,54.81
2026-02-07_04:06,54.92
2026-02-07_04:08,54.96
2026-02-07_04:10,54.90
2026-02-07_04:12,55.03
2026-02-07_04:14,55.06
2026-02-07_04:16,55.52
2026-02-07_04:18,55.21
2026-02-07_04:20,55.53
2026-02-07_04:22,55.38
2026-02-07_04:24,55.49
2026-02-07_04:26,55.21
2026-02-07_04:28,55.49
2026-02-07_04:30,55.46
2026-02-07_04:32,55.32
2026-02-07_04:34,55.28
2026-02-07_04:36,55.36
2026-02-07_04:38,55.08
2026-02-07_04:40,55.45
2026-02-07_04:42,55.25
2026-02-07_04:44,55.21
2026-02-07_04:46,55.43
2026-02-07_04:48,55.40
2026-02-07_04:50,55.60
2026-02-07_04:52,55.67
2026-02-07_04:54,55.27
2026-02-07_04:56,55.25
2026-02-07_04:58,54.49
2026-02-07_05:00,54.20
2026-02-07_05:02,54.19
2026-02-07_05:04,54.40
2026-02-07_05:06,53.96
2026-02-07_05:08,54.26
2026-02-07_05:10,54.06
2026-02-07_05:12,54.50
2026-02-07_05:14,53.95
2026-02-07_05:16,54.36
2026-02-07_05:18,54.47
2026-02-07_05:20,54.26
2026-02-07_05:22,54.07
2026-02-07_05:24,53.89
2026-02-07_05:26,54.63
2026-02-07_05:28,54.62
2026-02-07_05:30,54.29
2026-02-07_05:32,53.95
2026-02-07_05:34,54.19
2026-02-07_05:36,54.40
2026-02-07_05:38,54.08
2026-02-07_05:40,54.54
2026-02-07_05:42,54.29
2026-02-07_05:44,54.67
2026-02-07_05:46,53.41
2026-02-07_05:48,53.38
2026-02-07_05:50,53.56
2026-02-07_05:52,54.16
2026-02-07_05:54,54.16
2026-02-07_05:56,53.45
2026-02-07_05:58,53.87
2026-02-07_06:00,54.03
2026-02-07_06:02,53.69
2026-02-07_06:04,54.13
2026-02-07_06:06,53.91
2026-02-07_06:08,52.68
2026-02-07_06:10,52.48
2026-02-07_06:12,52.29
2026-02-07_06:14,52.31
2026-02-07_06:16,52.34
2026-02-07_06:18,52.18
2026-02-07_06:20,52.18
2026-02-07_06:22,51.99
2026-02-07_06:24,52.00
2026-02-07_06:26,51.94
2026-02-07_06:28,51.98
2026-02-07_06:30,51.87
2026-02-07_06:32,51.98
2026-02-07_06:34,51.93
2026-02-07_06:36,51.86
2026-02-07_06:38,51.78
2026-02-07_06:40,51.91
2026-02-07_06:42,51.83
2026-02-07_06:44,51.87
2026-02-07_06:46,51.78
2026-02-07_06:48,51.75
2026-02-07_06:50,51.71
2026-02-07_06:52,51.67
2026-02-07_06:54,51.72
2026-02-07_06:56,51.72
2026-02-07_06:58,51.61
2026-02-07_07:00,51.67
2026-02-07_07:02,51.64
2026-02-07_07:04,51.69
2026-02-07_07:06,51.76
2026-02-07_07:08,51.81
2026-02-07_07:10,51.82
2026-02-07_07:12,52.30
2026-02-07_07:14,51.92
2026-02-07_07:16,51.80
2026-02-07_07:18,51.85
2026-02-07_07:20,51.84
2026-02-07_07:22,52.05
2026-02-07_07:24,51.82
2026-02-07_07:26,52.84
2026-02-07_07:28,51.91
2026-02-07_07:30,52.13
2026-02-07_07:32,52.23
2026-02-07_07:34,51.14
2026-02-07_07:36,51.42
2026-02-07_07:38,51.49
2026-02-07_07:40,50.96
2026-02-07_07:42,50.50
2026-02-07_07:44,50.00
2026-02-07_07:46,49.93
2026-02-07_07:48,49.79
2026-02-07_07:50,49.75
2026-02-07_07:52,49.78
2026-02-07_07:54,50.57
2026-02-07_07:58,49.85
2026-02-07_08:00,49.78
2026-02-07_08:02,49.81
2026-02-07_08:04,49.80
2026-02-07_08:06,49.68
2026-02-07_08:08,50.19
2026-02-07_08:10,50.18
2026-02-07_08:12,50.27
2026-02-07_08:14,51.19
2026-02-07_08:16,50.51
2026-02-07_08:18,50.12
2026-02-07_08:20,50.09
2026-02-07_08:22,49.90
2026-02-07_08:24,50.69
2026-02-07_08:26,50.38
2026-02-07_08:28,50.17
2026-02-07_08:30,49.98
2026-02-07_08:32,49.84
2026-02-07_08:34,49.96
2026-02-07_08:36,49.90
2026-02-07_08:38,49.88
2026-02-07_08:40,50.03
2026-02-07_08:42,49.99
2026-02-07_08:44,49.94
2026-02-07_08:46,49.93
2026-02-07_08:48,49.96
2026-02-07_08:50,50.02
2026-02-07_08:52,49.98
2026-02-07_08:54,49.92
2026-02-07_08:56,49.85
2026-02-07_08:58,49.75
2026-02-07_09:00,49.83
2026-02-07_09:02,50.08
2026-02-07_09:04,50.16
2026-02-07_09:06,50.46
2026-02-07_09:08,50.20
2026-02-07_09:10,50.60
2026-02-07_09:12,50.24
2026-02-07_09:14,50.12
2026-02-07_09:16,50.17
2026-02-07_09:18,50.22
2026-02-07_09:20,50.25
2026-02-07_09:22,50.55
2026-02-07_09:24,50.58
2026-02-07_09:26,50.64
2026-02-07_09:28,50.40
2026-02-07_09:30,50.08
2026-02-07_09:32,50.18
2026-02-07_09:34,50.46
2026-02-07_09:36,50.43
2026-02-07_09:38,50.18
2026-02-07_09:40,50.14
2026-02-07_09:42,50.14
2026-02-07_09:44,50.24
2026-02-07_09:46,50.30
2026-02-07_09:48,50.31
2026-02-07_09:50,50.30
2026-02-07_09:52,50.49
2026-02-07_09:54,50.45
2026-02-07_09:56,50.45
2026-02-07_09:58,50.56
2026-02-07_10:00,50.59
2026-02-07_10:02,50.53
2026-02-07_10:04,50.88
2026-02-07_10:06,51.10
2026-02-07_10:08,51.08
2026-02-07_10:10,50.78
2026-02-07_10:12,51.00
2026-02-07_10:14,50.74
2026-02-07_10:16,50.83
2026-02-07_10:18,51.55
2026-02-07_10:20,51.18
2026-02-07_10:22,51.65
2026-02-07_10:24,51.88
2026-02-07_10:26,52.16
2026-02-07_10:28,52.48
2026-02-07_10:30,52.79
2026-02-07_10:32,53.41
2026-02-07_10:34,54.08
2026-02-07_10:36,54.37
2026-02-07_10:38,54.58
2026-02-07_10:40,54.33
2026-02-07_10:42,54.49
2026-02-07_10:44,54.34
2026-02-07_10:46,54.48
2026-02-07_10:48,54.39
2026-02-07_10:50,54.54
2026-02-07_10:52,54.34
2026-02-07_10:54,54.25
2026-02-07_10:56,54.29
2026-02-07_10:58,54.62
2026-02-07_11:02,54.10
2026-02-07_11:04,53.91
2026-02-07_11:06,53.97
2026-02-07_11:08,53.89
2026-02-07_11:10,53.82
2026-02-07_11:12,53.75
2026-02-07_11:14,53.74
2026-02-07_11:16,53.79
2026-02-07_11:18,53.57
2026-02-07_11:20,53.46
2026-02-07_11:22,53.50
2026-02-07_11:24,53.35
2026-02-07_11:26,53.30
2026-02-07_11:28,53.52
2026-02-07_11:30,53.17
2026-02-07_11:32,53.34
2026-02-07_11:34,53.16
2026-02-07_11:36,53.01
2026-02-07_11:38,53.12
2026-02-07_11:40,53.03
2026-02-07_11:44,52.87
2026-02-07_11:46,52.86
2026-02-07_11:48,52.99
2026-02-07_11:50,52.82
2026-02-07_11:52,52.68
2026-02-07_11:54,52.78
2026-02-07_11:56,52.85
2026-02-07_11:58,52.85
2026-02-07_12:00,52.66
2026-02-07_12:02,52.55
2026-02-07_12:04,52.73
2026-02-07_12:06,52.62
2026-02-07_12:08,52.57
2026-02-07_12:10,52.58
2026-02-07_12:12,52.72
2026-02-07_12:14,52.53
2026-02-07_12:16,52.50
2026-02-07_12:18,52.46
2026-02-07_12:20,52.59
2026-02-07_12:22,52.41
2026-02-07_12:26,52.27
2026-02-07_12:28,52.35
2026-02-07_12:30,52.40
2026-02-07_12:32,52.37
2026-02-07_12:34,52.44
2026-02-07_12:36,52.57
2026-02-07_12:38,52.53
2026-02-07_12:40,52.60
2026-02-07_12:42,52.58
2026-02-07_12:44,52.52
2026-02-07_12:46,52.70
2026-02-07_12:48,52.53
2026-02-07_12:50,52.50
2026-02-07_12:52,52.55
2026-02-07_12:54,52.50
2026-02-07_12:56,52.59
2026-02-07_12:58,52.50
2026-02-07_13:00,52.50
2026-02-07_13:02,52.54
2026-02-07_13:04,52.44
2026-02-07_13:08,52.48
2026-02-07_13:10,52.39
2026-02-07_13:12,52.44
2026-02-07_13:14,52.38
2026-02-07_13:16,52.41
2026-02-07_13:18,52.40
2026-02-07_13:20,52.34
2026-02-07_13:24,52.33
2026-02-07_13:26,52.29
2026-02-07_13:28,52.36
2026-02-07_13:30,52.30
2026-02-07_13:32,52.27
2026-02-07_13:34,52.29
2026-02-07_13:36,52.28
2026-02-07_13:38,52.30
2026-02-07_13:40,52.29
2026-02-07_13:42,52.24
2026-02-07_13:44,52.22
2026-02-07_13:46,52.22
2026-02-07_13:50,52.30
2026-02-07_13:52,52.19
2026-02-07_13:54,52.24
2026-02-07_13:56,52.21
2026-02-07_13:58,52.13
2026-02-07_14:00,52.16
2026-02-07_14:02,52.16
2026-02-07_14:04,52.29
2026-02-07_14:06,52.21
2026-02-07_14:08,52.14
2026-02-07_14:10,52.20
2026-02-07_14:12,52.17
2026-02-07_14:14,52.09
2026-02-07_14:16,52.02
2026-02-07_14:18,51.95
2026-02-07_14:20,52.04
2026-02-07_14:22,51.99
2026-02-07_14:24,51.92
2026-02-07_14:26,51.89
2026-02-07_14:28,51.86
2026-02-07_14:32,51.88
2026-02-07_14:34,51.78
2026-02-07_14:36,51.88
2026-02-07_14:38,51.82
2026-02-07_14:40,51.75
2026-02-07_14:42,51.76
2026-02-07_14:44,51.73
2026-02-07_14:46,51.91
2026-02-07_14:48,51.77
2026-02-07_14:50,51.68
2026-02-07_14:52,51.75
2026-02-07_14:54,51.74
2026-02-07_14:56,51.62
2026-02-07_14:58,51.73
2026-02-07_15:00,51.72
2026-02-07_15:02,51.81
2026-02-07_15:04,51.67
2026-02-07_15:06,51.63
2026-02-07_15:08,51.77
2026-02-07_15:10,51.67
2026-02-07_15:14,51.61
2026-02-07_15:16,51.65
2026-02-07_15:18,51.68
2026-02-07_15:20,51.65
2026-02-07_15:22,51.49
2026-02-07_15:24,51.46
2026-02-07_15:26,51.53
2026-02-07_15:28,51.54
2026-02-07_15:30,51.70
2026-02-07_15:32,52.30
2026-02-07_15:34,52.74
2026-02-07_15:36,52.92
2026-02-07_15:38,53.00
2026-02-07_15:40,53.32
2026-02-07_15:42,53.38
2026-02-07_15:44,53.55
2026-02-07_15:46,53.54
2026-02-07_15:48,53.34
2026-02-07_15:50,53.63
2026-02-07_15:52,53.41
2026-02-07_15:54,53.43
2026-02-07_15:56,53.40
2026-02-07_15:58,53.42
2026-02-07_16:00,53.52
2026-02-07_16:02,53.45
2026-02-07_16:04,53.48
2026-02-07_16:06,53.54
2026-02-07_16:08,53.52
2026-02-07_16:10,53.52
2026-02-07_16:12,53.60
2026-02-07_16:14,53.58
2026-02-07_16:16,53.49
2026-02-07_16:18,53.58
2026-02-07_16:20,53.57
2026-02-07_16:22,53.53
2026-02-07_16:24,53.53
2026-02-07_16:26,53.58
2026-02-07_16:28,53.51
2026-02-07_16:30,53.56
2026-02-07_16:32,53.60
2026-02-07_16:34,53.57
2026-02-07_16:36,53.85
2026-02-07_16:38,54.34
2026-02-07_16:40,53.76
2026-02-07_16:42,53.87
2026-02-07_16:44,53.85
2026-02-07_16:46,53.86
2026-02-07_16:48,53.89
2026-02-07_16:50,53.79
2026-02-07_16:52,53.86
2026-02-07_16:54,53.93
2026-02-07_16:56,54.07
2026-02-07_16:58,54.04
2026-02-07_17:00,54.07
2026-02-07_17:02,54.01
2026-02-07_17:04,54.21
2026-02-07_17:06,54.12
2026-02-07_17:08,54.11
2026-02-07_17:10,54.16
2026-02-07_17:12,54.17
2026-02-07_17:14,54.19
2026-02-07_17:16,54.22
2026-02-07_17:18,54.56
2026-02-07_17:20,54.20
2026-02-07_17:22,54.31
2026-02-07_17:24,54.31
2026-02-07_17:26,54.34
2026-02-07_17:28,54.20
2026-02-07_17:30,54.35
2026-02-07_17:32,54.35
2026-02-07_17:34,54.22
2026-02-07_17:36,54.09
2026-02-07_17:38,54.16
2026-02-07_17:40,54.17
2026-02-07_17:42,54.23
2026-02-07_17:44,54.42
2026-02-07_17:46,54.37
2026-02-07_17:48,54.29
2026-02-07_17:50,54.38
2026-02-07_17:52,54.43
2026-02-07_17:54,54.78
2026-02-07_17:56,54.47
2026-02-07_17:58,54.48
2026-02-07_18:00,54.44
2026-02-07_18:02,54.53
2026-02-07_18:04,54.62
2026-02-07_18:06,54.17
2026-02-07_18:08,54.75
2026-02-07_18:10,54.26
2026-02-07_18:12,54.14
2026-02-07_18:14,54.21
2026-02-07_18:16,54.23
2026-02-07_18:18,54.37
2026-02-07_18:20,54.66
2026-02-07_18:22,54.93
2026-02-07_18:24,55.17
2026-02-07_18:26,55.01
2026-02-07_18:28,55.04
2026-02-07_18:30,55.33
2026-02-07_18:32,55.64
2026-02-07_18:34,55.19
2026-02-07_18:36,55.65
2026-02-07_18:38,56.13
2026-02-07_18:40,56.04
2026-02-07_18:42,55.87
2026-02-07_18:44,55.59
2026-02-07_18:46,55.94
2026-02-07_18:48,55.74
2026-02-07_18:50,55.47
2026-02-07_18:52,55.29
2026-02-07_18:54,55.92
2026-02-07_18:56,55.42
2026-02-07_18:58,55.84
2026-02-07_19:00,55.69
2026-02-07_19:02,56.05
2026-02-07_19:04,55.93
2026-02-07_19:06,55.85
2026-02-07_19:08,55.74
2026-02-07_19:10,55.53
2026-02-07_19:12,55.89
2026-02-07_19:14,55.43
2026-02-07_19:16,55.50
2026-02-07_19:18,55.41
2026-02-07_19:20,55.25
2026-02-07_19:22,55.50
2026-02-07_19:24,55.51
2026-02-07_19:26,55.58
2026-02-07_19:28,55.02
2026-02-07_19:30,55.10
2026-02-07_19:32,55.60
2026-02-07_19:34,55.05
2026-02-07_19:36,55.13
2026-02-07_19:38,54.97
2026-02-07_19:40,54.87
2026-02-07_19:42,55.00
2026-02-07_19:44,55.24
2026-02-07_19:46,55.05
2026-02-07_19:48,55.04
2026-02-07_19:50,54.93
2026-02-07_19:52,54.97
2026-02-07_19:54,55.39
2026-02-07_19:56,55.19
2026-02-07_19:58,55.30
2026-02-07_20:00,55.70
2026-02-07_20:02,55.60
2026-02-07_20:04,55.48
2026-02-07_20:06,55.84
2026-02-07_20:08,55.85
2026-02-07_20:10,55.77
2026-02-07_20:12,55.90
2026-02-07_20:14,55.82
2026-02-07_20:16,55.17
2026-02-07_20:18,55.03
2026-02-07_20:20,54.71
2026-02-07_20:22,55.81
2026-02-07_20:24,55.15
2026-02-07_20:26,55.39
2026-02-07_20:28,55.93
2026-02-07_20:30,55.94
2026-02-07_20:32,55.42
2026-02-07_20:34,55.69
2026-02-07_20:36,55.89
2026-02-07_20:38,55.62
2026-02-07_20:40,54.82
2026-02-07_20:42,54.52
2026-02-07_20:44,54.84
2026-02-07_20:46,54.99
2026-02-07_20:48,55.66
2026-02-07_20:50,55.77
2026-02-07_20:52,55.57
2026-02-07_20:54,55.35
2026-02-07_20:56,55.61
2026-02-07_20:58,55.36
2026-02-07_21:00,55.44
2026-02-07_21:02,55.81
2026-02-07_21:04,55.61
2026-02-07_21:06,55.63
2026-02-07_21:08,55.72
2026-02-07_21:10,55.52
2026-02-07_21:12,55.50
2026-02-07_21:14,55.70
2026-02-07_21:16,55.31
2026-02-07_21:18,55.24
2026-02-07_21:20,55.64
2026-02-07_21:22,55.36
2026-02-07_21:24,55.39
2026-02-07_21:26,55.61
2026-02-07_21:28,55.50
2026-02-07_21:30,55.29
2026-02-07_21:32,55.39
2026-02-07_21:34,55.17
2026-02-07_21:36,55.30
2026-02-07_21:38,55.02
2026-02-07_21:40,54.94
2026-02-07_21:42,55.02
2026-02-07_21:44,55.12
2026-02-07_21:46,55.07
2026-02-07_21:48,55.03
2026-02-07_21:50,54.90
2026-02-07_21:52,55.12
2026-02-07_21:54,54.69
2026-02-07_21:56,54.22
2026-02-07_21:58,54.52
2026-02-07_22:00,54.70
2026-02-07_22:02,54.94
2026-02-07_22:04,54.65
2026-02-07_22:06,53.68
2026-02-07_22:08,54.10
2026-02-07_22:10,54.23
2026-02-07_22:12,53.68
2026-02-07_22:14,54.07
2026-02-07_22:16,53.86
2026-02-07_22:18,53.92
2026-02-07_22:20,53.72
2026-02-07_22:22,53.56
2026-02-07_22:24,53.15
2026-02-07_22:26,53.19
2026-02-07_22:28,53.63
2026-02-07_22:30,53.90
2026-02-07_22:32,53.57
2026-02-07_22:34,53.37
2026-02-07_22:36,53.40
2026-02-07_22:38,54.34
2026-02-07_22:40,54.53
2026-02-07_22:42,54.27
2026-02-07_22:44,54.65
2026-02-07_22:46,54.90
2026-02-07_22:48,54.46
2026-02-07_22:50,54.85
2026-02-07_22:52,54.30
2026-02-07_22:54,54.24
2026-02-07_22:56,54.63
2026-02-07_22:58,54.47
2026-02-07_23:00,54.27
2026-02-07_23:02,53.82
2026-02-07_23:04,53.82
2026-02-07_23:06,53.59
2026-02-07_23:08,53.66
2026-02-07_23:10,53.48
2026-02-07_23:12,53.45
2026-02-07_23:14,53.66
2026-02-07_23:16,53.49
2026-02-07_23:18,53.30
2026-02-07_23:20,53.26
2026-02-07_23:22,53.26
2026-02-07_23:24,53.31
2026-02-07_23:26,53.28
2026-02-07_23:28,53.18
2026-02-07_23:30,53.23
2026-02-07_23:32,53.28
2026-02-07_23:34,53.15
2026-02-07_23:36,53.44
2026-02-07_23:38,53.62
2026-02-07_23:40,53.59
2026-02-07_23:42,53.59
2026-02-07_23:44,53.66
2026-02-07_23:46,53.37
2026-02-07_23:48,53.62
2026-02-07_23:50,53.78
2026-02-07_23:52,53.62
2026-02-07_23:54,53.76
2026-02-07_23:56,53.75
2026-02-07_23:58,53.86
