timestamp,carbondioxide
2026-02-03_03:58,904
2026-02-03_04:00,892
2026-02-03_04:02,857
2026-02-03_04:04,924
2026-02-03_04:06,860
2026-02-03_04:08,891
2026-02-03_04:10,898
2026-02-03_04:12,989
2026-02-03_04:14,922
2026-02-03_04:16,920
2026-02-03_04:18,936
2026-02-03_04:20,966
2026-02-03_04:22,980
2026-02-03_04:24,909
2026-02-03_04:26,955
2026-02-03_04:28,990
2026-02-03_04:30,860
2026-02-03_04:32,906
2026-02-03_04:34,907
2026-02-03_04:36,952
2026-02-03_04:38,957
2026-02-03_04:40,951
2026-02-03_04:42,982
2026-02-03_04:44,832
2026-02-03_04:46,864
2026-02-03_04:48,914
2026-02-03_04:50,938
2026-02-03_04:52,886
2026-02-03_04:54,927
2026-02-03_04:56,874
2026-02-03_04:58,984
2026-02-03_05:00,998
2026-02-03_05:02,933
2026-02-03_05:04,965
2026-02-03_05:06,1025
2026-02-03_05:08,953
2026-02-03_05:10,1011
2026-02-03_05:12,935
2026-02-03_05:14,908
2026-02-03_05:16,931
2026-02-03_05:18,863
2026-02-03_05:20,924
2026-02-03_05:22,927
2026-02-03_05:24,950
2026-02-03_05:26,970
2026-02-03_05:28,920
2026-02-03_05:30,956
2026-02-03_05:32,862
2026-02-03_05:34,925
2026-02-03_05:36,813
2026-02-03_05:38,835
2026-02-03_05:40,974
2026-02-03_05:42,856
2026-02-03_05:44,937
2026-02-03_05:46,908
2026-02-03_05:48,941
2026-02-03_05:50,869
2026-02-03_05:52,936
2026-02-03_05:54,995
2026-02-03_05:56,921
2026-02-03_05:58,834
2026-02-03_06:00,935
2026-02-03_06:02,875
2026-02-03_06:04,880
2026-02-03_06:06,1004
2026-02-03_06:08,953
2026-02-03_06:10,860
2026-02-03_06:12,967
2026-02-03_06:14,932
2026-02-03_06:16,1019
2026-02-03_06:18,890
2026-02-03_06:20,941
2026-02-03_06:22,876
2026-02-03_06:24,900
2026-02-03_06:26,959
2026-02-03_06:28,860
2026-02-03_06:30,910
2026-02-03_06:32,962
2026-02-03_06:34,905
2026-02-03_06:36,989
2026-02-03_06:38,868
2026-02-03_06:40,906
2026-02-03_06:42,946
2026-02-03_06:44,938
2026-02-03_06:46,898
2026-02-03_06:48,958
2026-02-03_06:50,928
2026-02-03_06:52,1001
2026-02-03_06:54,924
2026-02-03_06:56,1025
2026-02-03_06:58,1021
2026-02-03_07:00,984
2026-02-03_07:02,968
2026-02-03_07:04,1017
2026-02-03_07:06,1034
2026-02-03_07:08,923
2026-02-03_07:10,966
2026-02-03_07:12,1012
2026-02-03_07:14,954
2026-02-03_07:16,992
2026-02-03_07:18,986
2026-02-03_07:20,1073
2026-02-03_07:22,1043
2026-02-03_07:24,1097
2026-02-03_07:26,1094
2026-02-03_07:28,1110
2026-02-03_07:30,1002
2026-02-03_07:32,962
2026-02-03_07:34,1072
2026-02-03_07:36,992
2026-02-03_07:38,1115
2026-02-03_07:42,1115
2026-02-03_07:44,1075
2026-02-03_07:46,960
2026-02-03_07:48,1092
2026-02-03_07:50,1076
2026-02-03_07:52,1025
2026-02-03_07:54,1080
2026-02-03_07:58,969
2026-02-03_08:00,1109
2026-02-03_08:02,1203
2026-02-03_08:04,1205
2026-02-03_08:06,1249
2026-02-03_08:08,1127
2026-02-03_08:10,1150
2026-02-03_08:12,1126
2026-02-03_08:14,1285
2026-02-03_08:16,1316
2026-02-03_08:18,1224
2026-02-03_08:20,1158
2026-02-03_08:24,1165
2026-02-03_08:26,1289
2026-02-03_08:28,1113
2026-02-03_08:30,1084
2026-02-03_08:32,1124
2026-02-03_08:34,1265
2026-02-03_08:36,1267
2026-02-03_08:40,1199
2026-02-03_08:42,1129
2026-02-03_08:44,1154
2026-02-03_08:46,1032
2026-02-03_08:48,1107
2026-02-03_08:50,1145
2026-02-03_08:52,1089
2026-02-03_08:54,1032
2026-02-03_08:56,1124
2026-02-03_08:58,1123
2026-02-03_09:00,1030
2026-02-03_09:02,1102
2026-02-03_09:06,1126
2026-02-03_09:08,1058
2026-02-03_09:10,1030
2026-02-03_09:12,1048
2026-02-03_09:14,1034
2026-02-03_09:16,1145
2026-02-03_09:18,1069
2026-02-03_09:20,1181
2026-02-03_09:22,1113
2026-02-03_09:24,1012
2026-02-03_09:26,1072
2026-02-03_09:28,952
2026-02-03_09:30,1051
2026-02-03_09:32,1019
2026-02-03_09:34,1033
2026-02-03_09:36,983
2026-02-03_09:38,983
2026-02-03_09:40,980
2026-02-03_09:42,993
2026-02-03_09:44,974
2026-02-03_09:48,947
2026-02-03_09:50,971
2026-02-03_09:52,960
2026-02-03_09:54,951
2026-02-03_09:56,963
2026-02-03_09:58,1022
2026-02-03_10:00,953
2026-02-03_10:02,1053
2026-02-03_10:04,961
2026-02-03_10:06,887
2026-02-03_10:08,918
2026-02-03_10:10,913
2026-02-03_10:12,1052
2026-02-03_10:14,954
2026-02-03_10:16,869
2026-02-03_10:18,1000
2026-02-03_10:20,944
2026-02-03_10:22,941
2026-02-03_10:24,941
2026-02-03_10:26,891
2026-02-03_10:30,982
2026-02-03_10:32,904
2026-02-03_10:34,903
2026-02-03_10:36,950
2026-02-03_10:38,850
2026-02-03_10:40,990
2026-02-03_10:42,906
2026-02-03_10:44,953
2026-02-03_10:46,908
2026-02-03_10:48,863
2026-02-03_10:50,904
2026-02-03_10:52,941
2026-02-03_10:54,927
2026-02-03_10:56,965
2026-02-03_10:58,857
2026-02-03_11:00,999
2026-02-03_11:02,858
2026-02-03_11:04,886
2026-02-03_11:06,994
2026-02-03_11:08,903
2026-02-03_11:10,887
2026-02-03_11:12,893
2026-02-03_11:14,843
2026-02-03_11:16,880
2026-02-03_11:18,880
2026-02-03_11:20,961
2026-02-03_11:22,826
2026-02-03_11:24,873
2026-02-03_11:26,886
2026-02-03_11:28,885
2026-02-03_11:30,880
2026-02-03_11:32,915
2026-02-03_11:34,864
2026-02-03_11:36,902
2026-02-03_11:38,897
2026-02-03_11:40,883
2026-02-03_11:42,912
2026-02-03_11:44,852
2026-02-03_11:46,922
2026-02-03_11:48,896
2026-02-03_11:50,911
2026-02-03_11:52,776
2026-02-03_11:54,889
2026-02-03_11:56,891
2026-02-03_11:58,865
2026-02-03_12:00,824
2026-02-03_12:02,779
2026-02-03_12:04,867
2026-02-03_12:06,895
2026-02-03_12:08,776
2026-02-03_12:10,787
2026-02-03_12:12,799
2026-02-03_12:14,845
2026-02-03_12:16,801
2026-02-03_12:18,900
2026-02-03_12:20,886
2026-02-03_12:22,761
2026-02-03_12:24,858
2026-02-03_12:26,853
2026-02-03_12:28,898
2026-02-03_12:30,770
2026-02-03_12:32,811
2026-02-03_12:34,968
2026-02-03_12:36,862
2026-02-03_12:38,774
2026-02-03_12:40,861
2026-02-03_12:42,866
2026-02-03_12:44,879
2026-02-03_12:46,745
2026-02-03_12:48,878
2026-02-03_12:50,902
2026-02-03_12:52,805
2026-02-03_12:54,851
2026-02-03_12:56,953
2026-02-03_12:58,830
2026-02-03_13:00,831
2026-02-03_13:02,807
2026-02-03_13:04,876
2026-02-03_13:06,859
2026-02-03_13:08,903
2026-02-03_13:10,821
2026-02-03_13:12,807
2026-02-03_13:14,791
2026-02-03_13:18,737
2026-02-03_13:20,841
2026-02-03_13:22,800
2026-02-03_13:24,820
2026-02-03_13:26,887
2026-02-03_13:28,796
2026-02-03_13:30,729
2026-02-03_13:34,923
2026-02-03_13:36,850
2026-02-03_13:38,879
2026-02-03_13:40,779
2026-02-03_13:42,952
2026-02-03_13:44,903
2026-02-03_13:46,764
2026-02-03_13:48,906
2026-02-03_13:50,925
2026-02-03_13:52,805
2026-02-03_13:54,837
2026-02-03_13:56,904
2026-02-03_14:00,781
2026-02-03_14:02,874
2026-02-03_14:04,908
2026-02-03_14:06,779
2026-02-03_14:08,797
2026-02-03_14:10,880
2026-02-03_14:12,832
2026-02-03_14:16,840
2026-02-03_14:18,834
2026-02-03_14:20,864
2026-02-03_14:22,855
2026-02-03_14:24,811
2026-02-03_14:26,849
2026-02-03_14:28,835
2026-02-03_14:30,920
2026-02-03_14:32,810
2026-02-03_14:34,798
2026-02-03_14:36,845
2026-02-03_14:38,847
2026-02-03_14:42,894
2026-02-03_14:44,827
2026-02-03_14:46,804
2026-02-03_14:48,832
2026-02-03_14:50,901
2026-02-03_14:52,812
2026-02-03_14:54,816
2026-02-03_14:58,796
2026-02-03_15:00,816
2026-02-03_15:02,870
2026-02-03_15:04,895
2026-02-03_15:06,870
2026-02-03_15:08,849
2026-02-03_15:10,843
2026-02-03_15:12,827
2026-02-03_15:14,814
2026-02-03_15:16,770
2026-02-03_15:18,844
2026-02-03_15:20,871
2026-02-03_15:24,912
2026-02-03_15:26,892
2026-02-03_15:28,857
2026-02-03_15:30,825
2026-02-03_15:32,828
2026-02-03_15:34,959
2026-02-03_15:36,905
2026-02-03_15:38,910
2026-02-03_15:40,770
2026-02-03_15:42,789
2026-02-03_15:44,872
2026-02-03_15:46,874
2026-02-03_15:48,946
2026-02-03_15:50,926
2026-02-03_15:52,821
2026-02-03_15:54,872
2026-02-03_15:56,966
2026-02-03_15:58,773
2026-02-03_16:00,877
2026-02-03_16:02,895
2026-02-03_16:04,814
2026-02-03_16:06,882
2026-02-03_16:08,873
2026-02-03_16:10,892
2026-02-03_16:12,908
2026-02-03_16:14,962
2026-02-03_16:16,814
2026-02-03_16:18,872
2026-02-03_16:20,860
2026-02-03_16:22,849
2026-02-03_16:24,801
2026-02-03_16:26,779
2026-02-03_16:28,860
2026-02-03_16:30,886
2026-02-03_16:32,849
2026-02-03_16:34,824
2026-02-03_16:36,816
2026-02-03_16:38,814
2026-02-03_16:40,840
2026-02-03_16:42,840
2026-02-03_16:44,912
2026-02-03_16:46,820
2026-02-03_16:48,897
2026-02-03_16:50,840
2026-02-03_16:52,844
2026-02-03_16:54,812
2026-02-03_16:56,877
2026-02-03_16:58,858
2026-02-03_17:00,848
2026-02-03_17:02,796
2026-02-03_17:04,764
2026-02-03_17:06,828
2026-02-03_17:08,809
2026-02-03_17:10,812
2026-02-03_17:12,752
2026-02-03_17:14,865
2026-02-03_17:16,841
2026-02-03_17:18,779
2026-02-03_17:20,810
2026-02-03_17:22,883
2026-02-03_17:24,849
2026-02-03_17:26,908
2026-02-03_17:28,722
2026-02-03_17:30,833
2026-02-03_17:32,893
2026-02-03_17:34,816
2026-02-03_17:36,761
2026-02-03_17:38,883
2026-02-03_17:40,722
2026-02-03_17:42,873
2026-02-03_17:44,709
2026-02-03_17:46,778
2026-02-03_17:48,779
2026-02-03_17:50,815
2026-02-03_17:52,788
2026-02-03_17:54,819
2026-02-03_17:56,826
2026-02-03_17:58,844
2026-02-03_18:00,822
2026-02-03_18:02,830
2026-02-03_18:04,865
2026-02-03_18:06,719
2026-02-03_18:08,793
2026-02-03_18:10,690
2026-02-03_18:12,835
2026-02-03_18:14,756
2026-02-03_18:16,838
2026-02-03_18:18,737
2026-02-03_18:20,786
2026-02-03_18:22,784
2026-02-03_18:24,770
2026-02-03_18:26,808
2026-02-03_18:28,808
2026-02-03_18:30,855
2026-02-03_18:32,780
2026-02-03_18:34,879
2026-02-03_18:36,825
2026-02-03_18:38,776
2026-02-03_18:40,734
2026-02-03_18:42,847
2026-02-03_18:44,794
2026-02-03_18:46,825
2026-02-03_18:48,820
2026-02-03_18:50,900
2026-02-03_18:52,685
2026-02-03_18:54,803
2026-02-03_18:56,775
2026-02-03_18:58,752
2026-02-03_19:00,870
2026-02-03_19:02,851
2026-02-03_19:04,864
2026-02-03_19:06,825
2026-02-03_19:08,788
2026-02-03_19:10,741
2026-02-03_19:12,772
2026-02-03_19:14,769
2026-02-03_19:16,811
2026-02-03_19:18,792
2026-02-03_19:20,735
2026-02-03_19:22,850
2026-02-03_19:24,860
2026-02-03_19:26,904
2026-02-03_19:28,888
2026-02-03_19:30,835
2026-02-03_19:32,861
2026-02-03_19:34,977
2026-02-03_19:36,883
2026-02-03_19:38,918
2026-02-03_19:40,958
2026-02-03_19:42,867
2026-02-03_19:44,865
2026-02-03_19:46,892
2026-02-03_19:48,909
2026-02-03_19:50,1010
2026-02-03_19:52,1008
2026-02-03_19:54,923
2026-02-03_19:56,849
2026-02-03_19:58,887
2026-02-03_20:00,909
2026-02-03_20:02,930
2026-02-03_20:04,980
2026-02-03_20:06,1069
2026-02-03_20:08,936
2026-02-03_20:10,937
2026-02-03_20:12,855
2026-02-03_20:14,888
2026-02-03_20:16,929
2026-02-03_20:18,961
2026-02-03_20:20,912
2026-02-03_20:22,868
2026-02-03_20:24,971
2026-02-03_20:26,929
2026-02-03_20:28,860
2026-02-03_20:30,966
2026-02-03_20:32,960
2026-02-03_20:34,920
2026-02-03_20:36,847
2026-02-03_20:38,924
2026-02-03_20:40,854
2026-02-03_20:42,916
2026-02-03_20:44,902
2026-02-03_20:46,830
2026-02-03_20:48,931
2026-02-03_20:50,898
2026-02-03_20:52,900
2026-02-03_20:54,824
2026-02-03_20:56,998
2026-02-03_20:58,953
2026-02-03_21:00,917
2026-02-03_21:02,875
2026-02-03_21:04,941
2026-02-03_21:06,900
2026-02-03_21:08,897
2026-02-03_21:10,968
2026-02-03_21:12,973
2026-02-03_21:14,956
2026-02-03_21:16,934
2026-02-03_21:18,1001
2026-02-03_21:20,941
2026-02-03_21:22,1032
2026-02-03_21:24,1042
2026-02-03_21:26,965
2026-02-03_21:28,1042
2026-02-03_21:30,1084
2026-02-03_21:32,981
2026-02-03_21:34,1087
2026-02-03_21:36,1130
2026-02-03_21:38,966
2026-02-03_21:40,1043
2026-02-03_21:42,1013
2026-02-03_21:44,961
2026-02-03_21:46,1043
2026-02-03_21:48,1127
2026-02-03_21:50,1021
2026-02-03_21:52,1031
2026-02-03_21:54,1078
2026-02-03_21:56,1129
2026-02-03_21:58,1082
2026-02-03_22:00,1070
2026-02-03_22:02,1092
2026-02-03_22:04,1079
2026-02-03_22:06,1156
2026-02-03_22:08,1043
2026-02-03_22:10,1141
2026-02-03_22:12,1094
2026-02-03_22:14,1067
2026-02-03_22:16,1042
2026-02-03_22:18,1164
2026-02-03_22:20,1101
2026-02-03_22:22,1164
2026-02-03_22:24,1209
2026-02-03_22:26,1184
2026-02-03_22:28,1124
2026-02-03_22:30,1019
2026-02-03_22:32,1117
2026-02-03_22:34,1166
2026-02-03_22:36,1088
2026-02-03_22:38,1159
2026-02-03_22:40,1119
2026-02-03_22:42,1120
2026-02-03_22:44,1077
2026-02-03_22:46,1186
2026-02-03_22:48,1117
2026-02-03_22:50,1153
2026-02-03_22:52,1176
2026-02-03_22:54,1130
2026-02-03_22:56,1109
2026-02-03_22:58,1121
2026-02-03_23:00,1095
2026-02-03_23:02,1120
2026-02-03_23:04,1145
2026-02-03_23:06,1186
2026-02-03_23:08,1102
2026-02-03_23:10,1142
2026-02-03_23:12,1015
2026-02-03_23:14,1010
2026-02-03_23:16,1067
2026-02-03_23:18,1137
2026-02-03_23:20,1021
2026-02-03_23:22,1056
2026-02-03_23:24,1120
2026-02-03_23:26,1082
2026-02-03_23:28,1082
2026-02-03_23:30,1098
2026-02-03_23:32,1084
2026-02-03_23:34,919
2026-02-03_23:36,1075
2026-02-03_23:38,972
2026-02-03_23:40,1073
2026-02-03_23:42,1010
2026-02-03_23:44,997
2026-02-03_23:46,1024
2026-02-03_23:48,1030
2026-02-03_23:50,1015
2026-02-03_23:52,1047
2026-02-03_23:54,968
2026-02-03_23:56,1187
2026-02-03_23:58,1108
